DATE,ORG_CODE,GRADE_SORT_ORDER,GRADE,SPECIALITY_GROUP,SPECIALTY,FTE
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Acute Internal Medicine,2.2
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Cardiology,2
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Dermatology,0.85
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Endocrinology and diabetes mellitus,2
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Gastroenterology,1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Genito-urinary medicine,1.7
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Geriatric medicine,4.9
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Other,0.1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,1.8
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Rehabilitation medicine,1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,3
30/09/2017,RFR,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,2.615
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,9.85
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,General (internal) medicine,5.8
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Genito-urinary medicine,8.6
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Geriatric medicine,16.6
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Neurology,5.7
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Occupational medicine,1.6
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Other,0.2
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Rehabilitation medicine,1
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Renal medicine,5
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Respiratory medicine,6.4
30/09/2017,RJZ,5,Specialty Registrar,General medicine group,Rheumatology,4.8
30/09/2017,RJZ,5,Specialty Registrar,Obstetrics & gynaecology,Community Sexual and Reproductive Health,1
30/09/2017,RJZ,5,Specialty Registrar,Obstetrics & gynaecology,Obstetrics and Gynaecology,48.4
30/09/2017,RJZ,5,Specialty Registrar,Paediatric group,Paediatrics,90.225
30/09/2017,RJZ,5,Specialty Registrar,Pathology group,Chemical pathology,3
30/09/2017,RJZ,5,Specialty Registrar,Pathology group,Haematology,27.3625
30/09/2017,RJZ,5,Specialty Registrar,Pathology group,Histopathology,9.8
30/09/2017,RJZ,5,Specialty Registrar,Pathology group,Immunology,4
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,9.3
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Pathology group,Chemical pathology,1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Pathology group,Haematology,3
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Pathology group,Histopathology,1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Pathology group,Medical microbiology,1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),PHM & CHS group,Community Health Service Medical,1
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Radiology group,Clinical radiology,6.8
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Surgical group,General surgery,10
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Surgical group,Ophthalmology,7
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Surgical group,Otolaryngology,2.9
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Surgical group,Trauma and orthopaedic surgery,12.85
30/09/2017,RFR,1,Consultant (including Directors of Public Health),Surgical group,Urology,4
30/09/2017,RFR,2,Associate Specialist,Anaesthetics,Anaesthetics,3
30/09/2017,RFR,2,Associate Specialist,General medicine group,Dermatology,0.5
30/09/2017,RFR,2,Associate Specialist,Paediatric group,Paediatrics,1
30/09/2017,RJZ,5,Specialty Registrar,Pathology group,Medical microbiology,8.8
30/09/2017,RJZ,5,Specialty Registrar,Radiology group,Clinical radiology,12.8
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Cardio-thoracic surgery,8
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,General surgery,43.1625
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Neurosurgery,21
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Ophthalmology,21
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Otolaryngology,3
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Paediatric surgery,6.2
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Trauma and orthopaedic surgery,33
30/09/2017,RJZ,5,Specialty Registrar,Surgical group,Urology,9.75
30/09/2017,RJZ,6,Core Training,Anaesthetics,Anaesthetics,10
30/09/2017,RJZ,6,Core Training,Anaesthetics,Intensive care medicine,22
30/09/2017,RJZ,6,Core Training,Dental group,Oral and maxillo-facial surgery,3.82425
30/09/2017,RJZ,6,Core Training,Dental group,Oral Medicine,1
30/09/2017,RJZ,6,Core Training,Dental group,Orthodontics,0.2
30/09/2017,RJZ,6,Core Training,Dental group,Restorative dentistry,21.8
30/09/2017,RJZ,6,Core Training,Emergency Medicine,Emergency Medicine,19.025
30/09/2017,RJZ,6,Core Training,General medicine group,Acute Internal Medicine,8
30/09/2017,RJZ,6,Core Training,General medicine group,Cardiology,12
30/09/2017,RJZ,6,Core Training,General medicine group,Dermatology,1
30/09/2017,RJZ,6,Core Training,General medicine group,Endocrinology and diabetes mellitus,1
30/09/2017,RJZ,6,Core Training,General medicine group,Gastroenterology,17
30/09/2017,RJZ,6,Core Training,General medicine group,General (internal) medicine,42.6
30/09/2017,RJZ,6,Core Training,General medicine group,Genito-urinary medicine,1
30/09/2017,RJZ,6,Core Training,General medicine group,Geriatric medicine,10
30/09/2017,RJZ,6,Core Training,General medicine group,Medical oncology,1
30/09/2017,RJZ,6,Core Training,General medicine group,Neurology,11
30/09/2017,RJZ,6,Core Training,General medicine group,Other,1
30/09/2017,RJZ,6,Core Training,General medicine group,Renal medicine,8
30/09/2017,RJZ,6,Core Training,General medicine group,Rheumatology,3
30/09/2017,RJZ,6,Core Training,Obstetrics & gynaecology,Obstetrics and Gynaecology,10
30/09/2017,RJZ,6,Core Training,Paediatric group,Paediatrics,7.8
30/09/2017,RJZ,6,Core Training,Pathology group,Haematology,14
30/09/2017,RJZ,6,Core Training,Surgical group,Cardio-thoracic surgery,2
30/09/2017,RJZ,6,Core Training,Surgical group,General surgery,16.8
30/09/2017,RJZ,6,Core Training,Surgical group,Neurosurgery,9
30/09/2017,RFR,2,Associate Specialist,Pathology group,Medical microbiology,1
30/09/2017,RFR,2,Associate Specialist,Surgical group,General surgery,2
30/09/2017,RFR,2,Associate Specialist,Surgical group,Ophthalmology,0.7
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Cardiology,16
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Clinical neurophysiology,1
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Dermatology,8.8
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Endocrinology and diabetes mellitus,6
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Gastroenterology,19.1
30/09/2017,RAL,5,Specialty Registrar,General medicine group,General (internal) medicine,5.7
30/09/2017,RAL,5,Specialty Registrar,General medicine group,General Practice (GP) 6 month Training,1
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Genito-urinary medicine,1
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Geriatric medicine,29.2
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Infectious diseases,7.4375
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Medical oncology,6
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Neurology,13.26125
30/09/2017,RJZ,6,Core Training,Surgical group,Otolaryngology,1
30/09/2017,RJZ,6,Core Training,Surgical group,Paediatric surgery,1
30/09/2017,RJZ,6,Core Training,Surgical group,Trauma and orthopaedic surgery,22
30/09/2017,RJZ,6,Core Training,Surgical group,Urology,3
30/09/2017,RJZ,7,Foundation Doctor Year 2,Anaesthetics,Anaesthetics,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,Emergency Medicine,Emergency Medicine,29.6
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Cardiology,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Endocrinology and diabetes mellitus,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Gastroenterology,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,General (internal) medicine,6
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,General Practice (GP) 6 month Training,12
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Genito-urinary medicine,2
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Geriatric medicine,5
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Palliative medicine,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,General medicine group,Respiratory medicine,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,Paediatric group,Paediatrics,2
30/09/2017,RJZ,7,Foundation Doctor Year 2,Pathology group,Haematology,1
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Other,1
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Renal medicine,17
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Respiratory medicine,8
30/09/2017,RAL,5,Specialty Registrar,General medicine group,Rheumatology,8
30/09/2017,RAL,5,Specialty Registrar,Obstetrics & gynaecology,Obstetrics and Gynaecology,50.54225
30/09/2017,RAL,5,Specialty Registrar,Paediatric group,Paediatrics,54.71875
30/09/2017,RAL,5,Specialty Registrar,Pathology group,Chemical pathology,2.8
30/09/2017,RAL,5,Specialty Registrar,Pathology group,Haematology,13.5875
30/09/2017,RAL,5,Specialty Registrar,Pathology group,Histopathology,10.85
30/09/2017,RAL,5,Specialty Registrar,Pathology group,Immunology,2
30/09/2017,RAL,5,Specialty Registrar,Pathology group,Medical microbiology,7.8855
30/09/2017,RAL,5,Specialty Registrar,Pathology group,Virology,3
30/09/2017,RAL,5,Specialty Registrar,Radiology group,Clinical radiology,20.5
30/09/2017,RAL,5,Specialty Registrar,Radiology group,Nuclear medicine,1
30/09/2017,RAL,5,Specialty Registrar,Surgical group,General surgery,31
30/09/2017,RAL,5,Specialty Registrar,Surgical group,Ophthalmology,13
30/09/2017,RJZ,7,Foundation Doctor Year 2,PHM & CHS group,Public Health Medicine,1
30/09/2017,RJZ,7,Foundation Doctor Year 2,Psychiatry group,General psychiatry,4
30/09/2017,RJZ,7,Foundation Doctor Year 2,Surgical group,General surgery,6
30/09/2017,RJZ,8,Foundation Doctor Year 1,Anaesthetics,Intensive care medicine,3
30/09/2017,RJZ,8,Foundation Doctor Year 1,Emergency Medicine,Emergency Medicine,3
30/09/2017,RJZ,8,Foundation Doctor Year 1,General medicine group,Cardiology,3
30/09/2017,RJZ,8,Foundation Doctor Year 1,General medicine group,Gastroenterology,6
30/09/2017,RJZ,8,Foundation Doctor Year 1,General medicine group,General (internal) medicine,33.8
30/09/2017,RJZ,8,Foundation Doctor Year 1,General medicine group,Geriatric medicine,10
30/09/2017,RJZ,8,Foundation Doctor Year 1,General medicine group,Respiratory medicine,1
30/09/2017,RJZ,8,Foundation Doctor Year 1,Paediatric group,Paediatrics,1
30/09/2017,RJZ,8,Foundation Doctor Year 1,Psychiatry group,General psychiatry,6
30/09/2017,RJZ,8,Foundation Doctor Year 1,Surgical group,General surgery,16
30/09/2017,RJZ,8,Foundation Doctor Year 1,Surgical group,Trauma and orthopaedic surgery,2
30/09/2017,RJZ,8,Foundation Doctor Year 1,Surgical group,Urology,3
30/09/2017,RJZ,9,Hospital Practitioner / Clinical Assistant,Dental group,Oral and maxillo-facial surgery,0.09091
30/09/2017,RJZ,9,Hospital Practitioner / Clinical Assistant,General medicine group,Genito-urinary medicine,0.042
30/09/2017,RJZ,9,Hospital Practitioner / Clinical Assistant,General medicine group,Neurology,0.18182
30/09/2017,RJZ,9,Hospital Practitioner / Clinical Assistant,Surgical group,General surgery,0.18182
30/09/2017,RJZ,9,Hospital Practitioner / Clinical Assistant,Surgical group,Ophthalmology,0.45455
30/09/2017,RJZ,10,Other and Local HCHS Doctor Grades,PHM & CHS group,Community Health Service Dental,28.53333
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,3
30/09/2017,RPG,1,Consultant (including Directors of Public Health),PHM & CHS group,Community Health Service Medical,7.2
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Psychiatry group,Child and adolescent psychiatry,8.7
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Psychiatry group,Forensic psychiatry,12.65
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Psychiatry group,General psychiatry,36.5
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Psychiatry group,Old age psychiatry,12.1
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Psychiatry group,Psychiatry of learning disability,3
30/09/2017,RPG,1,Consultant (including Directors of Public Health),Psychiatry group,Psychotherapy,0.8
30/09/2017,RPG,2,Associate Specialist,PHM & CHS group,Community Health Service Medical,1.65
30/09/2017,RPG,2,Associate Specialist,Psychiatry group,Forensic psychiatry,1
30/09/2017,RAL,5,Specialty Registrar,Surgical group,Otolaryngology,4
30/09/2017,RAL,5,Specialty Registrar,Surgical group,Plastic surgery,21.45
30/09/2017,RAL,5,Specialty Registrar,Surgical group,Trauma and orthopaedic surgery,23
30/09/2017,RAL,5,Specialty Registrar,Surgical group,Urology,10
30/09/2017,RAL,5,Specialty Registrar,Surgical group,Vascular Surgery,9
30/09/2017,RAL,6,Core Training,Anaesthetics,Anaesthetics,25
30/09/2017,RAL,6,Core Training,Anaesthetics,Intensive care medicine,3
30/09/2017,RAL,6,Core Training,Clinical oncology,Clinical oncology,1
30/09/2017,RAL,6,Core Training,Dental group,Oral and maxillo-facial surgery,7
30/09/2017,RAL,6,Core Training,Emergency Medicine,Emergency Medicine,2
30/09/2017,RAL,6,Core Training,General medicine group,Acute Internal Medicine,8
30/09/2017,RAL,6,Core Training,General medicine group,Cardiology,2
30/09/2017,RAL,6,Core Training,General medicine group,Endocrinology and diabetes mellitus,1
30/09/2017,RAL,6,Core Training,General medicine group,Gastroenterology,2
30/09/2017,RAL,6,Core Training,General medicine group,Geriatric medicine,6
30/09/2017,RAL,6,Core Training,General medicine group,Infectious diseases,2
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Endocrinology and diabetes mellitus,6
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Gastroenterology,5.9
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,General (internal) medicine,6
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Genito-urinary medicine,2.2
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Geriatric medicine,7.8
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Neurology,10
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Occupational medicine,0.6
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Other,0.2
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Palliative medicine,0.85
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Respiratory medicine,5.8
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),General medicine group,Rheumatology,4.8553
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),Obstetrics & gynaecology,Obstetrics and Gynaecology,15.4
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),Paediatric group,Paediatrics,15
30/09/2017,RXQ,1,Consultant (including Directors of Public Health),Pathology group,Chemical pathology,1
30/09/2017,RPG,2,Associate Specialist,Psychiatry group,General psychiatry,6.12625
30/09/2017,RPG,3,Specialty Doctor,General medicine group,Other,1
30/09/2017,RPG,3,Specialty Doctor,Paediatric group,Paediatrics,2.875
30/09/2017,RPG,3,Specialty Doctor,PHM & CHS group,Community Health Service Medical,4.95
30/09/2017,RPG,3,Specialty Doctor,Psychiatry group,Child and adolescent psychiatry,2.2
30/09/2017,RPG,3,Specialty Doctor,Psychiatry group,Forensic psychiatry,1.1
30/09/2017,RPG,3,Specialty Doctor,Psychiatry group,General psychiatry,7.57875
30/09/2017,RPG,3,Specialty Doctor,Psychiatry group,Old age psychiatry,2
