ORG_CODE,DATE,POPULATION,QUESTION,RATING_SCORE
RAT,09/01/2018,End of life care,Safe,2
RAT,09/01/2018,End of life care,Effective,2
RAT,09/01/2018,End of life care,Caring,2
RAT,09/01/2018,End of life care,Responsive,1
RAT,09/01/2018,End of life care,Well-led,2
RAT,09/01/2018,End of life care,Overall,2
RAT,27/09/2016,Forensic inpatient/secure wards,Safe,2
RAT,27/09/2016,Forensic inpatient/secure wards,Effective,2
RAT,27/09/2016,Forensic inpatient/secure wards,Caring,2
RAT,27/09/2016,Forensic inpatient/secure wards,Responsive,3
RAT,27/09/2016,Forensic inpatient/secure wards,Well-led,2
RAT,27/09/2016,Forensic inpatient/secure wards,Overall,2
RAT,27/09/2016,Long stay/rehabilitation mental health wards for working age adults,Safe,2
RAT,27/09/2016,Long stay/rehabilitation mental health wards for working age adults,Effective,2
RAT,27/09/2016,Long stay/rehabilitation mental health wards for working age adults,Caring,2
RAT,27/09/2016,Long stay/rehabilitation mental health wards for working age adults,Responsive,2
RAT,27/09/2016,Long stay/rehabilitation mental health wards for working age adults,Well-led,2
RAT,27/09/2016,Long stay/rehabilitation mental health wards for working age adults,Overall,2
RAT,27/09/2016,Mental health crisis services and health-based places of safety,Safe,2
RAT,27/09/2016,Mental health crisis services and health-based places of safety,Effective,1
RAT,27/09/2016,Mental health crisis services and health-based places of safety,Caring,2
RAT,27/09/2016,Mental health crisis services and health-based places of safety,Responsive,2
RAT,27/09/2016,Mental health crisis services and health-based places of safety,Well-led,2
RAT,27/09/2016,Mental health crisis services and health-based places of safety,Overall,2
RAT,18/01/2018,Overall,Safe,1
RAT,18/01/2018,Overall,Effective,2
RAT,18/01/2018,Overall,Caring,2
RAT,18/01/2018,Overall,Responsive,2
RAT,18/01/2018,Overall,Well-led,2
RAT,18/01/2018,Overall,Overall,2
RAT,27/09/2016,Specialist community mental health services for children and young people,Safe,2
RAT,27/09/2016,Specialist community mental health services for children and young people,Effective,1
RAT,27/09/2016,Specialist community mental health services for children and young people,Caring,2
RAT,27/09/2016,Specialist community mental health services for children and young people,Responsive,2
RAT,27/09/2016,Specialist community mental health services for children and young people,Well-led,2
RAT,27/09/2016,Specialist community mental health services for children and young people,Overall,2
RAT,03/11/2017,Wards for older people with mental health problems,Safe,2
RAT,03/11/2017,Wards for older people with mental health problems,Effective,2
RAT,03/11/2017,Wards for older people with mental health problems,Caring,2
RAT,03/11/2017,Wards for older people with mental health problems,Responsive,2
RAT,03/11/2017,Wards for older people with mental health problems,Well-led,2
RAT,03/11/2017,Wards for older people with mental health problems,Overall,2
RAT,27/09/2016,Wards for people with learning disabilities or autism,Safe,2
RAT,27/09/2016,Wards for people with learning disabilities or autism,Effective,2
RAT,27/09/2016,Wards for people with learning disabilities or autism,Caring,2
RAT,27/09/2016,Wards for people with learning disabilities or autism,Responsive,2
RAT,27/09/2016,Wards for people with learning disabilities or autism,Well-led,2
RAT,27/09/2016,Wards for people with learning disabilities or autism,Overall,2
RAX,30/08/2018,Overall,Safe,2
RAX,30/08/2018,Overall,Effective,2
RAX,30/08/2018,Overall,Caring,3
RAX,30/08/2018,Overall,Responsive,2
RAX,30/08/2018,Overall,Well-led,3
RAX,30/08/2018,Overall,Overall,3
RBA,05/12/2017,Overall,Safe,1
RBA,05/12/2017,Overall,Effective,2
RBA,05/12/2017,Overall,Caring,3
RBA,05/12/2017,Overall,Responsive,2
RBA,05/12/2017,Overall,Well-led,2
RBA,05/12/2017,Overall,Overall,2
RBD,16/08/2016,Overall,Safe,1
RBD,16/08/2016,Overall,Effective,1
RBD,16/08/2016,Overall,Caring,2
RBD,16/08/2016,Overall,Responsive,1
RBD,16/08/2016,Overall,Well-led,1
RBD,16/08/2016,Overall,Overall,1
RBK,20/12/2017,Community health services for adults,Safe,2
RBK,20/12/2017,Community health services for adults,Effective,2
RBK,20/12/2017,Community health services for adults,Caring,2
RBK,20/12/2017,Community health services for adults,Responsive,2
RBK,20/12/2017,Community health services for adults,Well-led,3
RBK,20/12/2017,Community health services for adults,Overall,2
RBK,20/12/2017,"Community health services for children, young people and families",Safe,1
RBK,20/12/2017,"Community health services for children, young people and families",Effective,2
RBK,20/12/2017,"Community health services for children, young people and families",Caring,2
RBK,20/12/2017,"Community health services for children, young people and families",Responsive,2
RBK,20/12/2017,"Community health services for children, young people and families",Well-led,2
RBK,20/12/2017,"Community health services for children, young people and families",Overall,2
RBK,20/12/2017,End of life care,Safe,2
RBK,20/12/2017,End of life care,Effective,2
RBK,20/12/2017,End of life care,Caring,3
RBK,20/12/2017,End of life care,Responsive,3
RBK,20/12/2017,End of life care,Well-led,3
RBK,20/12/2017,End of life care,Overall,3
RBK,20/12/2017,Overall,Safe,1
RBK,20/12/2017,Overall,Effective,1
RBK,20/12/2017,Overall,Caring,2
RBK,20/12/2017,Overall,Responsive,1
RBK,20/12/2017,Overall,Well-led,1
RBK,20/12/2017,Overall,Overall,1
RBL,13/07/2018,Overall,Safe,1
RBL,13/07/2018,Overall,Effective,1
RBL,13/07/2018,Overall,Caring,2
RBL,13/07/2018,Overall,Responsive,1
RBL,13/07/2018,Overall,Well-led,0
RBL,13/07/2018,Overall,Overall,1
RBN,19/01/2016,Overall,Safe,2
RBN,19/01/2016,Overall,Effective,2
RBN,19/01/2016,Overall,Caring,3
RBN,19/01/2016,Overall,Responsive,2
RBN,19/01/2016,Overall,Well-led,2
RBN,19/01/2016,Overall,Overall,2
RBQ,16/09/2016,Community health services for adults,Safe,2
RBQ,16/09/2016,Community health services for adults,Effective,3
RBQ,16/09/2016,Community health services for adults,Caring,3
RBQ,16/09/2016,Community health services for adults,Responsive,3
RBQ,16/09/2016,Community health services for adults,Well-led,3
RBQ,16/09/2016,Community health services for adults,Overall,3
RBQ,16/09/2016,Overall,Safe,2
RBQ,16/09/2016,Overall,Effective,2
RBQ,16/09/2016,Overall,Caring,3
RBQ,16/09/2016,Overall,Responsive,3
RBQ,16/09/2016,Overall,Well-led,3
RBQ,16/09/2016,Overall,Overall,3
RBS,23/12/2015,Child and adolescent mental health wards,Safe,2
RBS,23/12/2015,Child and adolescent mental health wards,Effective,2
RBS,23/12/2015,Child and adolescent mental health wards,Caring,3
RBS,23/12/2015,Child and adolescent mental health wards,Responsive,2
RBS,23/12/2015,Child and adolescent mental health wards,Well-led,2
RBS,23/12/2015,Child and adolescent mental health wards,Overall,2
RBS,21/06/2018,"Community health services for children, young people and families",Safe,2
RBS,21/06/2018,"Community health services for children, young people and families",Effective,1
RBS,21/06/2018,"Community health services for children, young people and families",Caring,2
RBS,21/06/2018,"Community health services for children, young people and families",Responsive,2
RBS,21/06/2018,"Community health services for children, young people and families",Well-led,2
RBS,21/06/2018,"Community health services for children, young people and families",Overall,2
RBS,21/06/2018,Overall,Safe,1
RBS,21/06/2018,Overall,Effective,2
RBS,21/06/2018,Overall,Caring,3
RBS,21/06/2018,Overall,Responsive,2
RBS,21/06/2018,Overall,Well-led,2
RBS,21/06/2018,Overall,Overall,2
RBS,05/10/2017,Specialist community mental health services for children and young people,Safe,1
RBS,05/10/2017,Specialist community mental health services for children and young people,Effective,2
RBS,05/10/2017,Specialist community mental health services for children and young people,Caring,2
RBS,05/10/2017,Specialist community mental health services for children and young people,Responsive,2
RBS,05/10/2017,Specialist community mental health services for children and young people,Well-led,1
RBS,05/10/2017,Specialist community mental health services for children and young people,Overall,1
RBT,15/01/2015,Overall,Safe,2
RBT,15/01/2015,Overall,Effective,2
RBT,15/01/2015,Overall,Caring,2
RBT,15/01/2015,Overall,Responsive,1
RBT,15/01/2015,Overall,Well-led,2
RBT,15/01/2015,Overall,Overall,2
RBV,18/11/2016,Overall,Safe,2
RBV,18/11/2016,Overall,Effective,3
RBV,18/11/2016,Overall,Caring,3
RBV,18/11/2016,Overall,Responsive,3
RBV,18/11/2016,Overall,Well-led,3
RBV,18/11/2016,Overall,Overall,3
RBZ,11/09/2014,Community health inpatient services,Safe,2
RBZ,11/09/2014,Community health inpatient services,Effective,2
RBZ,11/09/2014,Community health inpatient services,Caring,2
RBZ,11/09/2014,Community health inpatient services,Responsive,2
RBZ,11/09/2014,Community health inpatient services,Well-led,2
RBZ,11/09/2014,Community health inpatient services,Overall,2
RBZ,11/09/2014,Community health services for adults,Safe,2
RBZ,11/09/2014,Community health services for adults,Effective,2
RBZ,11/09/2014,Community health services for adults,Caring,2
RBZ,11/09/2014,Community health services for adults,Responsive,2
RBZ,11/09/2014,Community health services for adults,Well-led,2
RBZ,11/09/2014,Community health services for adults,Overall,2
RBZ,03/11/2015,End of life care,Safe,2
RBZ,11/09/2014,End of life care,Effective,2
RBZ,11/09/2014,End of life care,Caring,2
RBZ,11/09/2014,End of life care,Responsive,2
RBZ,11/09/2014,End of life care,Well-led,2
RBZ,03/11/2015,End of life care,Overall,2
RBZ,05/02/2018,Overall,Safe,1
RBZ,05/02/2018,Overall,Effective,1
RBZ,05/02/2018,Overall,Caring,2
RBZ,05/02/2018,Overall,Responsive,1
RBZ,05/02/2018,Overall,Well-led,1
RBZ,05/02/2018,Overall,Overall,1
RC1,20/04/2016,Overall,Safe,1
RC1,20/04/2016,Overall,Effective,1
RC1,20/04/2016,Overall,Caring,2
RC1,20/04/2016,Overall,Responsive,1
RC1,20/04/2016,Overall,Well-led,1
RC1,20/04/2016,Overall,Overall,1
RC9,03/06/2016,Overall,Safe,1
RC9,03/06/2016,Overall,Effective,2
RC9,03/06/2016,Overall,Caring,2
RC9,03/06/2016,Overall,Responsive,3
RC9,03/06/2016,Overall,Well-led,3
RC9,03/06/2016,Overall,Overall,2
RCB,08/10/2015,Community health inpatient services,Safe,1
RCB,08/10/2015,Community health inpatient services,Effective,2
RCB,08/10/2015,Community health inpatient services,Caring,2
RCB,08/10/2015,Community health inpatient services,Responsive,2
RCB,08/10/2015,Community health inpatient services,Well-led,2
RCB,08/10/2015,Community health inpatient services,Overall,2
RCB,08/10/2015,Community health services for adults,Safe,1
RCB,08/10/2015,Community health services for adults,Effective,2
RCB,08/10/2015,Community health services for adults,Caring,2
RCB,08/10/2015,Community health services for adults,Responsive,2
RCB,08/10/2015,Community health services for adults,Well-led,2
RCB,08/10/2015,Community health services for adults,Overall,2
RCB,08/10/2015,"Community health services for children, young people and families",Safe,1
RCB,08/10/2015,"Community health services for children, young people and families",Effective,2
RCB,08/10/2015,"Community health services for children, young people and families",Caring,2
RCB,08/10/2015,"Community health services for children, young people and families",Responsive,2
RCB,08/10/2015,"Community health services for children, young people and families",Well-led,2
RCB,08/10/2015,"Community health services for children, young people and families",Overall,2
RCB,08/10/2015,End of life care,Safe,2
RCB,08/10/2015,End of life care,Effective,2
RCB,08/10/2015,End of life care,Caring,2
RCB,08/10/2015,End of life care,Responsive,2
RCB,08/10/2015,End of life care,Well-led,2
RCB,08/10/2015,End of life care,Overall,2
RCB,28/02/2018,Overall,Safe,1
RCB,28/02/2018,Overall,Effective,2
RCB,28/02/2018,Overall,Caring,2
RCB,28/02/2018,Overall,Responsive,2
RCB,28/02/2018,Overall,Well-led,1
RCB,28/02/2018,Overall,Overall,1
RCD,27/07/2016,Community dental services,Safe,2
